name,stock,deal,free,mrp,rate,company,batch,exp,supplier
JOYSYS O TABS,36,10,2,175,130.84,BIOSYS HEALTH CARE,191074T,01-09-2021,S.R.R. PHARMA          HANAMKONDA
JOYSYS O TABS,10,10,2,175,130.84,BIOSYS HEALTH CARE,191074T,01-09-2021,SARADA PHARMACY      MADHIRA
JUNIOR LANZOL,3,0,0,122.21,87.29,CIPLA(NURTURE 1),BA93035,30-09-2021,CIPLA LIMITED  HYDERABAD
JUNIOR LANZOL,27,0,0,122.21,87.29,CIPLA(NURTURE 1),BA93722,30-11-2021,CIPLA LIMITED  HYDERABAD
JUST TEARS DROPS**,11,0,0,91,65,GENARAL COMPANY,MN9003,01-12-2020,LAKSHMI BALAJI CORPORATION VIJAYAWADA
K-CIT SYRUP,10,0,0,172.7,123.36,DR.REDDY`S LAB`S(PFD),BKT9125,30-09-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
K-CIT SYRUP,12,0,0,172.7,123.36,DR.REDDY`S LAB`S(PFD),BKT0001,31-12-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
K-CIT SYRUP,21,0,0,117.7,84.07,DR.REDDY`S LAB`S(PFD),BKT0010,31-12-2021,DR REDDY`S LABORATORIES LTD   HYDERABAD
K-GLIM TRIO 1MG TABS,10,0,0,97.5,69.64,BLUE-CROSS LABS,ZABL1902,01-07-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
K-GLIM-M-1 TABS,17,0,0,47,33.57,BLUE-CROSS LABS,ZTZ19110,01-10-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
K-GLIM-M-2 TABS,7,0,0,53,37.86,BLUE-CROSS LABS,ZUZ19100,01-09-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
K-GLIM-M-2 TABS,20,0,0,56,40,BLUE-CROSS LABS,ZUZ2002,01-12-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
K-STAT-500MG TABS,7,0,0,245,175,MERCURY LABORATORIES LTD,19102312,01-07-2022,MERCURY LABORATORIES          SECUNDRABAD
K-WIN AMPS,28,9,1,198,141.4,MERCURY LABORATORIES LTD,19302514,01-10-2021,MERCURY LABORATORIES          SECUNDRABAD
KARVOL PLUS INHCAP,64,9,1,69.3,49.5,INDOCO,KAA8L9A7,01-11-2022,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
KEFLOR DROPS,25,0,0,119,85,RANBAXY PHARMA,AB19716,01-06-2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
KEFLOR DROPS,50,0,0,119,85,RANBAXY PHARMA,AB19716,01-06-2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
KEFMAX CV 200 TABS,11,0,0,319.5,228.22,INDCHEMIE HEALTH SPECIALITIES,KEFT19012B,01-02-2021,
KEFMAX CV 200 TABS,11,10,1,319.5,228.22,INDCHEMIE HEALTH SPECIALITIES,KEFT19013B,01-02-2021,INDCHEMIE HEALTH SPECIALTIES PHYDERABAD
KEFPOD 100MG TAB,30,9,1,85.5,61.07,GLENMARK (RESPICARE),67190169,01-08-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
KEFPOD 100MG TAB,20,9,1,85.5,61.07,GLENMARK (RESPICARE),67190200,01-10-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
KEFPOD 200MG TAB,32,9,1,156,111.43,GLENMARK (RESPICARE),67190161,01-07-2021,
KENACORT-40MG VIAL**,110,14,1,136.4,97.43,SARABHAI CHEMICALS,NPE0363,01-05-2022,LAKSHMI VENKATESWARA PHARMA   HYDERABAD
KENACORT-40MG VIAL**,6,14,1,136.4,97.43,SARABHAI CHEMICALS,NPE0480,01-07-2022,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
KENACORT-40MG VIAL**,-2,14,1,136.4,97.43,SARABHAI CHEMICALS,NPE0529,01-08-2022,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
KENACORT-40MG VIAL**,1,14,1,136.4,97.43,SARABHAI CHEMICALS,NPE0533,01-08-2022,LAKSHMI BALAJI CORPORATION VIJAYAWADA
KENACORT-40MG VIAL**,-1,14,1,136.4,97.43,SARABHAI CHEMICALS,NPE0478,01-07-2022,LAKSHMI BALAJI AGENCIES       HYDERABAD
KETANOV DT 10MG TABS,40,0,0,69,49.29,RANBAXY(MAXXIM),BFW0104,01-06-2022,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
KETANOV TABS,26,0,0,65,46.43,RANBAXY(MAXXIM),AA66119,01-06-2022,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
KETANOV TABS,10,0,0,65,46.43,RANBAXY(MAXXIM),AA54197,01-05-2022,SARADA PHARMACY      MADHIRA
KETO 4S CREAM,19,5,1,84,60,MED MANOR ORGANICS (GLORIA),HKT213,01-10-2021,MED MANOR ORGANICS PVT LT     HYDERABAD
KETO CREAM,1,0,0,185,132.14,MED MANOR ORGANICS (GLORIA),HKC174,01-08-2021,
KETO CREAM,21,0,0,185,132.14,MED MANOR ORGANICS (GLORIA),HKC160,01-02-2021,MED MANOR ORGANICS PVT LT     HYDERABAD
KETO SOAP (BIG),23,11,1,176,119.32,MED MANOR ORGANICS (GLORIA),HKS1142,01-01-2023,MED SUN LIFE SCIENCES         HYDERABAD
KETO-B CREAM,251,12,1,103,73.57,MED MANOR ORGANICS (GLORIA),HKB271,01-12-2021,MED MANOR ORGANICS PVT LT     HYDERABAD
KETOFLAM-P TABS**,7,0,0,126.9,90.65,LUPIN,SW1981931K,01-10-2021,TRINETRA PHARMA    HYDERABAD
KETOROL AMP,20,9,1,27.5,19.64,DR.REDDY`S LAB`S(RECURA ACE),V0115,01-04-2023,DR REDDY`S LABORATORIES LTD   HYDERABAD
KETOROL AMP,-20,9,1,27.5,19.64,DR.REDDY`S LAB`S(RECURA ACE),V0082,01-03-2023,DR REDDY`S LABORATORIES LTD   HYDERABAD
KETOROL TAB,32,0,0,58,41.43,DR.REDDY`S LAB`S(RECURA ACE),E901296,01-09-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
KETOROL TAB,32,0,0,58,41.43,DR.REDDY`S LAB`S(RECURA ACE),E901297,30-09-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
KETOROL-DT TAB,27,0,0,110.55,78.97,DR.REDDY`S LAB`S(RECURA ACE),E000289,31-01-2023,DR REDDY`S LABORATORIES LTD   HYDERABAD
KETOSTAR CREAM,58,11,1,110,78.57,MANKIND(LIFESTAR),A1FUS056,01-11-2021,MANKIND PHARMA (LIFESTAR)HYDERABAD
KETOSTAR SOAP,58,11,1,74,50.17,MANKIND(LIFESTAR),A6IBS573,01-11-2022,MANKIND PHARMA (LIFESTAR)HYDERABAD
KEYLYTE SYRUP,9,0,0,57.75,41.25,WALLACE PHARMA,KLR9013,01-10-2022,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD
KEYLYTE SYRUP,30,0,0,57.75,41.25,WALLACE PHARMA,KLR9015,01-11-2022,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD
KOLQ C PLUS SYRUP,6,19,1,53,37.86,BLUECROSS-LABS(GOLDCROSS) LTD,ZAAN1910,01-01-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
KOLQ C PLUS SYRUP,10,19,1,53,37.86,BLUECROSS-LABS(GOLDCROSS) LTD,ZAAN1910,01-01-2021,SARADA PHARMACY      MADHIRA
KOLQ SYRUP,60,9,1,53,37.86,BLUECROSS-LABS(GOLDCROSS) LTD,ZACT1901,01-05-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
KOLQ TABS,5,4,1,32,22.86,BLUECROSS-LABS(GOLDCROSS) LTD,ZACS1903,01-05-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
KOLQ TABS,50,4,1,32,22.86,BLUECROSS-LABS(GOLDCROSS) LTD,ZACS2003,01-06-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
KOLQ TABS,30,4,1,32,22.86,BLUECROSS-LABS(GOLDCROSS) LTD,ZACS2003,01-06-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
KRACK CREAM **,83,0,0,83,64.45,PARAS PHARMACETICALS,JG709,01-11-2021,SRI SHASTHA ENTERPRISES KHAMMAM
KUFRIL LS DROPS,3,10,2,56,40,MED MANOR ORGANICS  (PD),HKL165,01-12-2021,MED SUN LIFE SCIENCES         HYDERABAD
KUFRIL LS DROPS,-3,10,2,56,40,MED MANOR ORGANICS  (PD),HKL167,01-02-2022,MED MANOR ORGANICS PVT LT     HYDERABAD
KZ CREAM,21,0,0,209,149.29,H&H PHARMA (HEALTHCARE),HH084,01-01-2022,VEGAVAAN PHARMA      SECUNDERABAD
KZ LOTION,4,0,0,250,178.57,H&H PHARMA (WELLNESS),CC048,01-11-2021,VEGAVAAN PHARMA      SECUNDERABAD
KZ LOTION,20,0,0,250,178.57,H&H PHARMA (WELLNESS),CC048,01-11-2021,VEGAVAAN PHARMA      SECUNDERABAD
KZ SOAP,14,0,0,179,121.36,H&H PHARMA (VITALITY),B169,01-11-2022,VEGAVAAN PHARMA      SECUNDERABAD
LACOSAM 50MG TABS**,10,0,0,70,50,SUN PHARMACEUTICAL I LTD,2BP5E001,01-11-2020,
LACOSET 100MG TABS**,2,0,0,126,90,SUN PHARMACEUTICAL I LTD,BSU0963,01-07-2021,
LACOSET 50MG TABS**,5,0,0,67,47.86,SUN PHARMACEUTICAL I LTD,BSU0454,01-03-2021,
LACTARE CAP ***,17,0,0,199.65,142.61,T.T.K PHARMA,DFAA363,01-11-2022,TRINETRA PHARMA    HYDERABAD
LACTODEX 1 STARTER,20,0,0,467,356.19,RAPTOKOS BRETT (FOOD),D191129,01-02-2021,"RAPTAKOS,BRETT & COMPANY      HYDERABAD"
LACTODEX 2 FOLLOW UP,22,0,0,467,356.19,RAPTOKOS BRETT (FOOD),D190742,01-02-2021,"RAPTAKOS,BRETT & COMPANY      HYDERABAD"
LACTODEX L.B.W,11,0,0,540,411.86,RAPTOKOS BRETT (FOOD),D19190,01-03-2021,"RAPTAKOS,BRETT & COMPANY      HYDERABAD"
LAMITOR 100 DT TAB,18,0,0,362,258.57,TORRENT PHARMA,2JH4G001,01-01-2022,TORRENT PHARMACEUTICALS LTD   HYDERABAD
LANTUS CARTRIDGE,4,0,0,3612.7,2890.16,AVENTIS PHARMA,9F480A,01-07-2022,SANOFI INDIA LIMITED          HYDERABAD
LANTUS U100 SOLOSTAR,2,0,0,1099.11,879.29,AVENTIS PHARMA,9F6676A,01-08-2022,SANOFI INDIA LIMITED          HYDERABAD
LARIAGO AMP **,12,0,0,19,14.5,IPCA,DS119010R,01-09-2022,PRUDHVI AGENCIES VIJAYAWADA
LARIAGO AMP **,20,0,0,19,14.5,IPCA,DS119010R,01-09-2022,PRUDHVI AGENCIES VIJAYAWADA
LARIAGO AMP **,8,0,0,19,14.5,IPCA,DS120003D,01-01-2023,PRUDHVI AGENCIES VIJAYAWADA
LARIAGO AMP **,-8,0,0,19,14.5,IPCA,DS120001D,01-02-2023,PRUDHVI AGENCIES VIJAYAWADA
LARIAGO AMP **,9,0,0,19,14.5,IPCA,DS120004D,01-02-2023,PRUDHVI AGENCIES VIJAYAWADA
LARIAGO AMP **,-9,0,0,19,14.5,IPCA,DS12003D,01-02-2023,PRUDHVI AGENCIES VIJAYAWADA
LASILACTONE 50MG TAB,16,0,0,44.31,31.65,AVENTIS PHARMA,9NA0099,01-11-2022,SANOFI INDIA LIMITED          HYDERABAD
LASIX AMP,17,0,0,108.9,81.67,AVENTIS PHARMA,2120012,01-01-2023,SANOFI INDIA LIMITED          HYDERABAD
LASIX TAB,45,0,0,8.23,6.17,AVENTIS PHARMA,9NA0067,01-10-2022,SANOFI INDIA LIMITED          HYDERABAD
LAVETA M SYRUP,40,0,0,77,55,ALEMBIC CHEMICALS (MEGACARE),BP0265001,01-12-2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
LECOPE SYRUP,5,0,0,35.2,25.14,MANKIND PHARMA LTD.,D9AGS020,01-10-2021,MANKIND PHARMA LTD HYDERABAD
LECOPE TABS,300,0,0,22.44,16.03,MANKIND PHARMA LTD.,D7AGT005,01-12-2021,MANKIND PHARMA LTD HYDERABAD
LECOPE TABS,15,0,0,22.44,16.03,MANKIND PHARMA LTD.,D7AGT006,01-01-2022,MANKIND PHARMA LTD HYDERABAD
LECOPE TABS,-15,0,0,22.44,16.03,MANKIND PHARMA LTD.,D7AGT011,01-01-2022,MANKIND PHARMA LTD HYDERABAD
LECOPE-AD TABS,20,0,0,58.3,41.64,MANKIND PHARMA LTD.,D0HPS014,01-11-2021,MANKIND PHARMA LTD HYDERABAD
LECOPE-M KID TABS,18,0,0,62.7,44.79,MANKIND PHARMA LTD.,E4BES012,01-10-2021,MANKIND PHARMA LTD HYDERABAD
LECOPE-M TABS,6,11,1,98.89,70.64,MANKIND PHARMA LTD.,C5IAS004,01-11-2021,MANKIND PHARMA LTD HYDERABAD
LEMOLATE  GOLD TAB,576,5,1,33,25.18,YASH PHARMA,T90185,01-07-2021,
LEON 500MG TABS,10,9,1,88.1,62.93,DR.REDDY`S LAB`S(AQURA+SG),LB190912,01-08-2022,DR REDDY`S LABORATORIES LTD   HYDERABAD
LEVERON 500 TABS,2,0,0,124.31,88.79,MACLEODS (PROCARE) CV,FLA3803A,01-10-2020,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
LEVERON 500 TABS,20,0,0,129.58,92.56,MACLEODS (PROCARE) CV,FLA3904A,31-10-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
LEVIPIL SYRUP**,3,0,0,399.25,285.18,SUN PHARMACEUTICAL I LTD,AB06997,01-11-2021,PRUDHVI AGENCIES VIJAYAWADA
LEVOCET SYRUP**,20,9,1,63.5,45.36,GENARAL COMPANY,GL19924A,01-09-2021,VIJAYA DURGA AGENCIES   VIJAYAWADA
LEVOCET TABS**,15,0,0,43,30.71,GENARAL COMPANY,GT19679B,01-07-2022,
LEVOCET TABS**,-10,0,0,43,30.71,GENARAL COMPANY,GT191079,01-11-2022,HARI MARUTI AGENCIES  VIJAYAWADA
LEVOCET TABS**,10,0,0,43,30.71,GENARAL COMPANY,GT191079A,01-11-2022,HARI MARUTI AGENCIES  VIJAYAWADA
LEVOFLOX 250 TAB,6,9,1,48.3,34.5,CIPLA (INSPIRA),SB91565,01-11-2022,CIPLA LIMITED  HYDERABAD
LEVOFLOX 500 TAB,26,9,1,88.36,63.11,CIPLA (INSPIRA),SB91534,01-11-2022,CIPLA LIMITED  HYDERABAD
LEVOFLOX 750 TAB,20,9,1,59.89,42.78,CIPLA (INSPIRA),SB91177,01-08-2022,CIPLA LIMITED  HYDERABAD
LEVOFLOX IV,21,3,3,171.6,122.57,CIPLA (INSPIRA),A490584,01-07-2022,CIPLA LIMITED  HYDERABAD
LEVOLIN CFC FREE INHELAR,13,0,0,192.99,137.85,CIPLA(RESP 1),SA00412,31-12-2021,CIPLA LIMITED  HYDERABAD
LEVOLIN PLUS SYRUP,45,5,1,86.51,61.79,CIPLA(NURTURE 1),GL9557,01-09-2021,CIPLA LIMITED  HYDERABAD
LEVOLIN ROTACAPS,65,0,0,27.76,19.83,CIPLA(RESP 1),SA00617,31-12-2021,CIPLA LIMITED  HYDERABAD
LEVOLIN SYS,117,0,0,20.02,14.3,CIPLA(NURTURE 1),EB90794,31-10-2021,CIPLA LIMITED  HYDERABAD
LEVOLIN-0.31 RESP,16,0,0,20.35,14.5,CIPLA(RESP 3 NEBULIZATION),L800104,01-01-2022,CIPLA LIMITED  HYDERABAD
LEVOLIN-0.63 RESPULES,109,0,0,24.5,17.5,CIPLA(RESP 3 NEBULIZATION),L800072,01-12-2021,CIPLA LIMITED  HYDERABAD
LEVOLIN-0.63 RESPULES,16,0,0,24.5,17.5,CIPLA(RESP 3 NEBULIZATION),L800171,01-02-2022,CIPLA LIMITED  HYDERABAD
LEVOLIN-0.63 RESPULES,-16,0,0,24.5,17.5,CIPLA(RESP 3 NEBULIZATION),L800172,01-02-2022,CIPLA LIMITED  HYDERABAD
LIBRAX TABS,6,0,0,125.78,89.84,ABBOTT (GASTROCARE),LXA9032,01-10-2022,ABBOTT INDIA LIMITED HYDERABAD
LIBRAX TABS,42,0,0,125.78,89.84,ABBOTT (GASTROCARE),LXA9035,01-10-2022,ABBOTT INDIA LIMITED HYDERABAD
LIBRAX TABS,-2,0,0,125.78,89.84,ABBOTT (GASTROCARE),LXA9034,01-10-2022,ABBOTT INDIA LIMITED HYDERABAD
LIGNOX 2% W ADR VIAL,63,0,0,34,24.29,INDOCO (WARREN PHARMA),KAK7J93G,01-09-2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
LIMCEE TAB**,736,0,0,14.86,10.61,SARABHAI CHEMICALS,HAJA9541,01-02-2021,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
LIMCEE TAB**,600,0,0,22.51,16.08,SARABHAI CHEMICALS,HAJA0007,01-06-2021,VIJAYA DURGA AGENCIES   VIJAYAWADA
LIPIKIND-10 TABS,27,0,0,24.15,17.25,MANKIND PHARMA LTD.,H5AFS004,01-06-2021,MANKIND PHARMA LTD HYDERABAD
LIPIKIND-20 TABS,69,0,0,51.33,36.66,MANKIND PHARMA LTD.,E1IAS011,01-07-2021,MANKIND PHARMA LTD HYDERABAD
LIPIROSE-10 TABS,30,0,0,84.48,60.34,MANKIND(FUTURE),I4ABS024,01-09-2021,MANKIND PHARMA (FUTURE)HYDERABAD
LIPIROSE-F 5 TAB,9,0,0,124.7,89.07,MANKIND(FUTURE),A9GOS002,30-04-2021,MANKIND PHARMA (FUTURE)HYDERABAD
LIV-52 DROPS,8,0,0,80,55,THE HIMALAYA DRUG CO ( ZENITH),20901541,01-09-2022,HARI MARUTI AGENCIES  VIJAYAWADA
LIV-52 DROPS,100,0,0,80,55,THE HIMALAYA DRUG CO ( ZENITH),20901769,01-11-2022,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
LIV-52 DS TAB,5,0,0,140,96.24,THE HIMALAYA DRUG CO,72900652,01-10-2022,RAVINDRA PHARMACEUTICALS VIJAYAWADA
LIV-52 SYR,46,0,0,75,51.57,THE HIMALAYA DRUG CO ( ZEAL),20901743,01-10-2022,HARI MARUTI AGENCIES  VIJAYAWADA
LIV-52 SYR,25,0,0,125,85.93,THE HIMALAYA DRUG CO ( ZEAL),25901189,01-10-2022,HARI MARUTI AGENCIES  VIJAYAWADA
LIVO-LUK KID SYR,5,0,0,67.4,55.34,PANACEA-BIOTEC LTD(GROW CARE),52619008,01-02-2022,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
LIVO-LUK SYR,6,0,0,112.35,92.24,PANACEA-BIOTEC LTD(PROCARE),57319011,01-10-2021,
LIVO-LUK SYR,10,0,0,112.35,92.24,PANACEA-BIOTEC LTD(PROCARE),57319015,01-11-2021,LAKSHMI BALAJI AGENCIES       HYDERABAD
LIVOCARE VIAL,25,0,0,63,40.35,VETINDIA,LV1902,01-01-2021,
LIVOGEN CAPTAB,13,0,0,62.92,44.94,MERCK,M22CB19037,01-04-2021,
LIVOGEN CAPTAB,-300,0,0,62.92,44.94,MERCK,0164C8421,01-05-2022,MERCK LIMITED                 HYDERABAD
LIVOGEN CAPTAB,300,0,0,62.92,44.94,MERCK,0164C84211,01-05-2022,MERCK LIMITED                 HYDERABAD
LIVOGEN XT TABS,7,0,0,131.26,93.75,MERCK,M22CE19007,01-02-2021,
LIVOGEN-Z CAPS,132,0,0,65.67,46.9,MERCK,M22CC20002,01-06-2021,MERCK LIMITED                 HYDERABAD
LIVOGEN-Z CAPS,-150,0,0,65.67,46.9,MERCK,M22CC20017,01-08-2021,MERCK LIMITED                 HYDERABAD
LIVOGEN-Z CAPS,150,0,0,65.67,46.9,MERCK,M22CC20019,01-08-2021,MERCK LIMITED                 HYDERABAD
LIVOGEN-Z CAPS,45,0,0,65.67,46.9,MERCK,M22CC20020,01-07-2021,MERCK LIMITED                 HYDERABAD
LIVOGEN-Z CAPS,-45,0,0,65.67,46.9,MERCK,M22CC20024,01-07-2021,MERCK LIMITED                 HYDERABAD
LIVOTAS LIQUID,1,0,0,935,748,INTAS PHARMA (BOVICURRA),SX2449,01-09-2020,INTAS PHARMCEUTICALS LTD HYDERABAD
LIVOTAS LIQUID,15,11,1,235,188,INTAS PHARMA (BOVICURRA),SY1944,01-08-2021,
LIZOFORCE 600 TABS,10,0,0,140,100,MANKIND(DISCOVERY),B6BPS038,01-09-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
LIZOFORCE 600 TABS,35,0,0,140,100,MANKIND(DISCOVERY),B6BPS040,01-10-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
LIZOFORCE 600 TABS,1,0,0,140,100,MANKIND(DISCOVERY),B6BPS045,01-11-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
LIZOFORCE DRY SYRUP,24,11,1,115,82.14,MANKIND(DISCOVERY),B7BPS014,01-08-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
LIZOFORCE IV,8,1,1,349.69,249.78,MANKIND(DISCOVERY),A7ATS009,01-02-2021,
LIZOLID 600MG TABS,20,0,0,326.88,233.49,GRACEWELL (INTEGRACE),LZ2T9005,01-09-2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
LOBATE GM ONT  (NEO)**,54,11,1,78.69,56.21,NICHOLAS PIRAMAL INDIA LTD,N9161,01-01-2021,TRINETRA PHARMA    HYDERABAD
LONGIFENE A  SYRUP,12,11,1,99,70.71,MANKIND(DISCOVERY),H0AIS043,01-09-2021,MANKIND PHARMA (DISCOVERY)HYDERABAD
LONGIFENE SYRUP,4,0,0,86.95,62.11,MANKIND PHARMA LTD.,V4ABS024,01-07-2021,MANKIND PHARMA LTD HYDERABAD
LONGIFENE-DS SYRUP,18,0,0,125.6,89.71,MANKIND PHARMA LTD.,V6ABS023,01-09-2021,MANKIND PHARMA LTD HYDERABAD
LORNICAM 4MG TABS,6,0,0,33.7,24.07,ARISTO (MAIN FORCE 3),M808D019,01-03-2021,
LORNICAM 4MG TABS,1,0,0,33.7,24.07,ARISTO (MAIN FORCE 3),M808D019,01-03-2021,SARADA PHARMACY      MADHIRA
LORNICAM 8MG TABS,3,0,0,64.55,46.1,ARISTO (MAIN FORCE 3),M809M028,01-11-2020,
LORNICAM 8MG TABS,10,0,0,64.55,46.1,ARISTO (MAIN FORCE 3),M809M028,01-11-2020,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
LORNICAM PLUS-4 TABS,6,0,0,48.6,34.71,ARISTO (MAIN FORCE 3),M889F019,01-05-2021,
LORSAVE 50 TAB,16,0,0,88.05,62.89,ERIS LIFESCIENCES PVT LTD,GLRS19002,01-10-2021,ERIS LIFE SCIENCES LTD     HYDERABAD
LORSAVE H TAB,9,0,0,139.44,99.6,ERIS LIFESCIENCES PVT LTD,GLSH19003,01-03-2022,ERIS LIFE SCIENCES LTD     HYDERABAD
LOSAKIND-25 TABS,50,0,0,20.03,14.31,MANKIND PHARMA LTD.,A3ACR003,01-07-2020,MANKIND PHARMA LTD HYDERABAD
LOSAR 25MG TAB,4,0,0,62.75,44.82,TORRENT (CV LIFE),9FU7F017,01-09-2022,TORRENT PHARMACEUTICALS LTD   HYDERABAD
LOSAR 50MG TAB,6,0,0,107.85,77.04,TORRENT (CV LIFE),8FY8F005,01-10-2022,TORRENT PHARMACEUTICALS LTD   HYDERABAD
LOSAR 50MG TAB,111,0,0,107.85,77.04,TORRENT (CV LIFE),8FY8F005,01-10-2022,TORRENT PHARMACEUTICALS LTD   HYDERABAD
LOSAR-H TAB,215,0,0,174.22,124.44,TORRENT (CV LIFE),9FZ9F053,01-08-2022,TORRENT PHARMACEUTICALS LTD   HYDERABAD
LOSTAT-H TABS,18,0,0,65,46.43,BLUE-CROSS LABS,LSH1906,01-09-2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD
LSDEW SOAP,5,0,0,165,111.88,H&H PHARMA (COSMECEUTICAL),B047,01-09-2022,VEGAVAAN PHARMA      SECUNDERABAD
LT MAC CREAM,6,0,0,155,110.71,MACLEODS (PHARMA) DIVISION,KLI919B,01-10-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
LT MAC LOTION,18,0,0,218,155.71,MACLEODS (PHARMA) DIVISION,RLE34,31-05-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
LUCAZOLE CREAM,12,0,0,159.9,114.21,RANBAXY(MAXXIM),AA30910,01-02-2021,
LUDURA LULCONAZOLE CREAM,40,0,0,220,157.14,CIPLA (CRESTA),OA003,01-10-2021,CIPLA LIMITED  HYDERABAD
LUMET-80 TABS,1,7,3,152.31,108.79,CIPLA (CRESTA),BA92873,01-08-2021,CIPLA LIMITED  HYDERABAD
LUMET-80 TABS,30,7,3,152.31,108.79,CIPLA (CRESTA),BA93304,01-10-2021,CIPLA LIMITED  HYDERABAD
LYMPEDIM TAB,5,0,0,148.3,105.93,PHARMA PRODUCTS P LTD,PPB01902,01-01-2022,
LYMPEDIM TAB,30,0,0,158.6,113.28,PHARMA PRODUCTS P LTD,PPB01908,01-10-2021,SRI SAI KRISHNA DISTRIBUTORS  HYDERABAD
LYNX 500MG CAPS,34,0,0,126.5,90.36,WALLACE PHARMA,LAL9031,01-02-2022,
LYNX AMP,400,0,0,15.9,11.36,WALLACE PHARMA,LB938,01-03-2022,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD
LYNX AMP,390,0,0,9.85,7.03,WALLACE PHARMA,LD1943,01-02-2022,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD
LYNX AMP,10,0,0,10.8,7.71,WALLACE PHARMA,SLD2002,01-07-2022,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD
LYSATONE PLUS LIQUID,60,9,1,131.55,93.96,VERITAZ HEALTHCARE LIMITED,LPV20A10,01-12-2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
LYSATONE PLUS LIQUID,60,9,1,131.55,93.96,VERITAZ HEALTHCARE LIMITED,LPV20A13,01-12-2021,VERITAZ HEALTHCARE LIMITED    HYDERABAD
M.O.M. SYR 100ML,2,7,1,20.5,14.64,SIRIS,4919001,01-08-2022,SRI RAMAKRISHNA MEDICAL TRADER VIJAYAWADA
M.V.I. AMP **,30,0,0,20.68,14.77,USV PHARMA,NP19261,01-09-2020,PRUDHVI PHARMACEUTICALS VIJAYAWADA
MACALVIT SYRUP,33,17,1,153,109.29,NOVARTIS INDIA LTD.(MPBU),196006KB,01-11-2020,NOVARTIS INDIA LIMITED        HYDERABAD
MACBERY LEVO SYRUP,5,0,0,82.5,58.93,MACLEODS  (MACPHAR),KMC2929A,01-02-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACBERY LEVO SYRUP,10,0,0,82.5,58.93,MACLEODS  (MACPHAR),KMC2931A,01-04-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACBERY SYRUP,50,10,1,99,70.71,MACLEODS  (MACPHAR),KMB72002A,01-06-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACBERY-XT SYRUP,178,10,1,99,70.71,MACLEODS (PHARMA) DIVISION,L1099030,01-05-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACFREE CAPS,5,0,0,145,98.3,MACLEODS (PROCARE) CV,KMA3908A,31-08-2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
